국가	시점	의약품	데이터
북아메리카	2016	항우울제	
북아메리카	2017	소화관 및 신진대사	
북아메리카	2017	제산제	
북아메리카	2017	소화성궤양 및 위장용 약물	
북아메리카	2017	당뇨 약물	
북아메리카	2017	심장 배당체	
북아메리카	2017	항 부정맥제	
북아메리카	2017	이뇨제	
북아메리카	2017	향균제	
북아메리카	2017	진통제	
북아메리카	2017	수면제 및 진정제	
북아메리카	2017	항우울제	
북아메리카	2018	소화관 및 신진대사	
북아메리카	2018	제산제	
북아메리카	2018	소화성궤양 및 위장용 약물	
북아메리카	2018	당뇨 약물	
북아메리카	2018	심장 배당체	
북아메리카	2018	항 부정맥제	
북아메리카	2018	이뇨제	
북아메리카	2018	향균제	
북아메리카	2018	진통제	
북아메리카	2018	수면제 및 진정제	
북아메리카	2018	항우울제	
북아메리카	2019	소화관 및 신진대사	
북아메리카	2019	제산제	
북아메리카	2019	소화성궤양 및 위장용 약물	
북아메리카	2019	당뇨 약물	
북아메리카	2019	심장 배당체	
북아메리카	2019	항 부정맥제	
북아메리카	2019	이뇨제	
북아메리카	2019	향균제	
북아메리카	2019	진통제	
북아메리카	2019	수면제 및 진정제	
북아메리카	2019	항우울제	
북아메리카	2020	소화관 및 신진대사	
북아메리카	2020	제산제	
북아메리카	2020	소화성궤양 및 위장용 약물	
북아메리카	2020	당뇨 약물	
북아메리카	2020	심장 배당체	
북아메리카	2020	항 부정맥제	
북아메리카	2020	이뇨제	
북아메리카	2020	향균제	
북아메리카	2020	진통제	
북아메리카	2020	수면제 및 진정제	
북아메리카	2020	항우울제	
캐나다	2007	소화관 및 신진대사	98.6
캐나다	2007	소화성궤양 및 위장용 약물	33.9
캐나다	2007	당뇨 약물	51.4
캐나다	2007	심장 배당체	3.3
캐나다	2007	항 부정맥제	2.3
캐나다	2007	이뇨제	50.9
캐나다	2007	향균제	13.6
캐나다	2007	진통제	8.9
캐나다	2007	수면제 및 진정제	11
캐나다	2007	항우울제	71.5
캐나다	2008	소화관 및 신진대사	103.2
캐나다	2008	소화성궤양 및 위장용 약물	36.3
캐나다	2008	당뇨 약물	53.5
캐나다	2008	심장 배당체	3
캐나다	2008	항 부정맥제	2.2
캐나다	2008	이뇨제	50.4
캐나다	2008	향균제	13.7
캐나다	2008	진통제	9.3
캐나다	2008	수면제 및 진정제	11.1
캐나다	2008	항우울제	71.9
캐나다	2009	소화관 및 신진대사	105.6
캐나다	2009	소화성궤양 및 위장용 약물	37.9
캐나다	2009	당뇨 약물	54.1
캐나다	2009	심장 배당체	2.8
캐나다	2009	항 부정맥제	2.1
캐나다	2009	이뇨제	49.8
캐나다	2009	향균제	13.6
캐나다	2009	진통제	9.7
캐나다	2009	수면제 및 진정제	11.5
캐나다	2009	항우울제	74.1
캐나다	2010	소화관 및 신진대사	107.8
캐나다	2010	소화성궤양 및 위장용 약물	38.7
캐나다	2010	당뇨 약물	55.4
캐나다	2010	심장 배당체	2.5
캐나다	2010	항 부정맥제	2
캐나다	2010	이뇨제	49.4
캐나다	2010	향균제	14
캐나다	2010	진통제	9.9
캐나다	2010	수면제 및 진정제	11.9
캐나다	2010	항우울제	78.8
캐나다	2011	소화관 및 신진대사	111.1
캐나다	2011	소화성궤양 및 위장용 약물	39.7
캐나다	2011	당뇨 약물	57
캐나다	2011	심장 배당체	2.4
캐나다	2011	항 부정맥제	1.9
캐나다	2011	이뇨제	49.7
캐나다	2011	향균제	14.8
캐나다	2011	진통제	9.8
캐나다	2011	수면제 및 진정제	12.3
캐나다	2011	항우울제	82.7
캐나다	2012	소화관 및 신진대사	112.5
캐나다	2012	소화성궤양 및 위장용 약물	40.3
캐나다	2012	당뇨 약물	57.6
캐나다	2012	심장 배당체	2.2
캐나다	2012	항 부정맥제	1.8
캐나다	2012	이뇨제	48
캐나다	2012	향균제	15.4
캐나다	2012	진통제	9.8
캐나다	2012	수면제 및 진정제	12.3
캐나다	2012	항우울제	83.7
캐나다	2013	소화관 및 신진대사	114.2
캐나다	2013	소화성궤양 및 위장용 약물	42.2
캐나다	2013	당뇨 약물	58.1
캐나다	2013	심장 배당체	2
캐나다	2013	항 부정맥제	1.8
캐나다	2013	이뇨제	46.1
캐나다	2013	향균제	15.3
캐나다	2013	진통제	9.4
캐나다	2013	수면제 및 진정제	11.9
캐나다	2013	항우울제	85
캐나다	2014	소화관 및 신진대사	117.6
캐나다	2014	소화성궤양 및 위장용 약물	46.7
캐나다	2014	당뇨 약물	58.1
캐나다	2014	심장 배당체	1.8
캐나다	2014	항 부정맥제	1.7
캐나다	2014	이뇨제	44.8
캐나다	2014	향균제	14.9
캐나다	2014	진통제	9.3
캐나다	2014	수면제 및 진정제	11.7
캐나다	2014	항우울제	87.4
캐나다	2015	소화관 및 신진대사	119.3
캐나다	2015	소화성궤양 및 위장용 약물	48.3
캐나다	2015	당뇨 약물	58.3
캐나다	2015	심장 배당체	1.7
캐나다	2015	항 부정맥제	1.6
캐나다	2015	이뇨제	43.4
캐나다	2015	향균제	14.8
캐나다	2015	진통제	9.5
캐나다	2015	수면제 및 진정제	11.1
캐나다	2015	항우울제	90.1
캐나다	2016	소화관 및 신진대사	208.8
캐나다	2016	소화성궤양 및 위장용 약물	78.7
캐나다	2016	당뇨 약물	84.2
캐나다	2016	심장 배당체	1.6
캐나다	2016	항 부정맥제	1.6
캐나다	2016	이뇨제	45.5
캐나다	2016	향균제	17.8
캐나다	2016	진통제	15.7
캐나다	2016	수면제 및 진정제	24.7
캐나다	2016	항우울제	106.6
캐나다	2017	소화관 및 신진대사	209.9
캐나다	2017	소화성궤양 및 위장용 약물	77.5
캐나다	2017	당뇨 약물	86.7
캐나다	2017	심장 배당체	1.4
캐나다	2017	항 부정맥제	1.6
캐나다	2017	이뇨제	44.5
캐나다	2017	향균제	17.3
캐나다	2017	진통제	14.1
캐나다	2017	수면제 및 진정제	22.7
캐나다	2017	항우울제	110.6
캐나다	2018	소화관 및 신진대사	214.4
캐나다	2018	소화성궤양 및 위장용 약물	77.6
캐나다	2018	당뇨 약물	89
캐나다	2018	심장 배당체	1.3
캐나다	2018	항 부정맥제	1.5
캐나다	2018	이뇨제	44.6
캐나다	2018	향균제	17
캐나다	2018	진통제	13.9
캐나다	2018	수면제 및 진정제	21.8
캐나다	2018	항우울제	114.4
캐나다	2019	소화관 및 신진대사	220.2
캐나다	2019	소화성궤양 및 위장용 약물	78.7
캐나다	2019	당뇨 약물	92.2
캐나다	2019	심장 배당체	1.1
캐나다	2019	항 부정맥제	1.5
캐나다	2019	이뇨제	44.6
캐나다	2019	향균제	16.7
캐나다	2019	진통제	14.6
캐나다	2019	수면제 및 진정제	20.9
캐나다	2019	항우울제	121.5
남아메리카	1998	소화관 및 신진대사	
남아메리카	1998	제산제	
남아메리카	1998	소화성궤양 및 위장용 약물	
남아메리카	1998	당뇨 약물	
남아메리카	1998	심장 배당체	
남아메리카	1998	항 부정맥제	
남아메리카	1998	이뇨제	
남아메리카	1998	향균제	
남아메리카	1998	진통제	
남아메리카	1998	수면제 및 진정제	
남아메리카	1998	항우울제	
남아메리카	1999	소화관 및 신진대사	
남아메리카	1999	제산제	
남아메리카	1999	소화성궤양 및 위장용 약물	
남아메리카	1999	당뇨 약물	
남아메리카	1999	심장 배당체	
남아메리카	1999	항 부정맥제	
남아메리카	1999	이뇨제	
남아메리카	1999	향균제	
남아메리카	1999	진통제	
남아메리카	1999	수면제 및 진정제	
남아메리카	1999	항우울제	
남아메리카	2000	소화관 및 신진대사	
남아메리카	2000	제산제	
남아메리카	2000	소화성궤양 및 위장용 약물	
남아메리카	2000	당뇨 약물	
남아메리카	2000	심장 배당체	
남아메리카	2000	항 부정맥제	
남아메리카	2000	이뇨제	
남아메리카	2000	향균제	
남아메리카	2000	진통제	
남아메리카	2000	수면제 및 진정제	
남아메리카	2000	항우울제	
남아메리카	2001	소화관 및 신진대사	
남아메리카	2001	제산제	
남아메리카	2001	소화성궤양 및 위장용 약물	
남아메리카	2001	당뇨 약물	
남아메리카	2001	심장 배당체	
남아메리카	2001	항 부정맥제	
남아메리카	2001	이뇨제	
남아메리카	2001	향균제	
남아메리카	2001	진통제	
남아메리카	2001	수면제 및 진정제	
남아메리카	2001	항우울제	
남아메리카	2002	소화관 및 신진대사	
남아메리카	2002	제산제	
남아메리카	2002	소화성궤양 및 위장용 약물	
남아메리카	2002	당뇨 약물	
남아메리카	2002	심장 배당체	
남아메리카	2002	항 부정맥제	
남아메리카	2002	이뇨제	
남아메리카	2002	향균제	
남아메리카	2002	진통제	
남아메리카	2002	수면제 및 진정제	
남아메리카	2002	항우울제	
남아메리카	2003	소화관 및 신진대사	
남아메리카	2003	제산제	
남아메리카	2003	소화성궤양 및 위장용 약물	
남아메리카	2003	당뇨 약물	
남아메리카	2003	심장 배당체	
남아메리카	2003	항 부정맥제	
남아메리카	2003	이뇨제	
남아메리카	2003	향균제	
남아메리카	2003	진통제	
남아메리카	2003	수면제 및 진정제	
남아메리카	2003	항우울제	
남아메리카	2004	소화관 및 신진대사	
남아메리카	2004	제산제	
남아메리카	2004	소화성궤양 및 위장용 약물	
남아메리카	2004	당뇨 약물	
남아메리카	2004	심장 배당체	
남아메리카	2004	항 부정맥제	
남아메리카	2004	이뇨제	
남아메리카	2004	향균제	
남아메리카	2004	진통제	
남아메리카	2004	수면제 및 진정제	
남아메리카	2004	항우울제	
남아메리카	2005	소화관 및 신진대사	
남아메리카	2005	제산제	
남아메리카	2005	소화성궤양 및 위장용 약물	
남아메리카	2005	당뇨 약물	
남아메리카	2005	심장 배당체	
남아메리카	2005	항 부정맥제	
남아메리카	2005	이뇨제	
남아메리카	2005	향균제	
남아메리카	2005	진통제	
남아메리카	2005	수면제 및 진정제	
남아메리카	2005	항우울제	
남아메리카	2006	소화관 및 신진대사	
남아메리카	2006	제산제	
남아메리카	2006	소화성궤양 및 위장용 약물	
남아메리카	2006	당뇨 약물	
남아메리카	2006	심장 배당체	
남아메리카	2006	항 부정맥제	
남아메리카	2006	이뇨제	
남아메리카	2006	향균제	
남아메리카	2006	진통제	
남아메리카	2006	수면제 및 진정제	
남아메리카	2006	항우울제	
남아메리카	2007	소화관 및 신진대사	
남아메리카	2007	제산제	
남아메리카	2007	소화성궤양 및 위장용 약물	
남아메리카	2007	당뇨 약물	
남아메리카	2007	심장 배당체	
남아메리카	2007	항 부정맥제	
남아메리카	2007	이뇨제	
남아메리카	2007	향균제	
남아메리카	2007	진통제	
남아메리카	2007	수면제 및 진정제	
남아메리카	2007	항우울제	
남아메리카	2008	소화관 및 신진대사	
남아메리카	2008	제산제	
남아메리카	2008	소화성궤양 및 위장용 약물	
남아메리카	2008	당뇨 약물	
남아메리카	2008	심장 배당체	
남아메리카	2008	항 부정맥제	
남아메리카	2008	이뇨제	
남아메리카	2008	향균제	
남아메리카	2008	진통제	
남아메리카	2008	수면제 및 진정제	
남아메리카	2008	항우울제	
남아메리카	2009	소화관 및 신진대사	
남아메리카	2009	제산제	
남아메리카	2009	소화성궤양 및 위장용 약물	
남아메리카	2009	당뇨 약물	
남아메리카	2009	심장 배당체	
남아메리카	2009	항 부정맥제	
남아메리카	2009	이뇨제	
남아메리카	2009	향균제	
남아메리카	2009	진통제	
남아메리카	2009	수면제 및 진정제	
남아메리카	2009	항우울제	
남아메리카	2010	소화관 및 신진대사	
남아메리카	2010	제산제	
남아메리카	2010	소화성궤양 및 위장용 약물	
남아메리카	2010	당뇨 약물	
남아메리카	2010	심장 배당체	
남아메리카	2010	항 부정맥제	
남아메리카	2010	이뇨제	
남아메리카	2010	향균제	
남아메리카	2010	진통제	
남아메리카	2010	수면제 및 진정제	
남아메리카	2010	항우울제	
남아메리카	2011	소화관 및 신진대사	
남아메리카	2011	제산제	
남아메리카	2011	소화성궤양 및 위장용 약물	
남아메리카	2011	당뇨 약물	
남아메리카	2011	심장 배당체	
남아메리카	2011	항 부정맥제	
남아메리카	2011	이뇨제	
남아메리카	2011	향균제	
남아메리카	2011	진통제	
남아메리카	2011	수면제 및 진정제	
남아메리카	2011	항우울제	
남아메리카	2012	소화관 및 신진대사	
남아메리카	2012	제산제	
남아메리카	2012	소화성궤양 및 위장용 약물	
남아메리카	2012	당뇨 약물	
남아메리카	2012	심장 배당체	
남아메리카	2012	항 부정맥제	
남아메리카	2012	이뇨제	
남아메리카	2012	향균제	
남아메리카	2012	진통제	
남아메리카	2012	수면제 및 진정제	
남아메리카	2012	항우울제	
남아메리카	2013	소화관 및 신진대사	
남아메리카	2013	제산제	
남아메리카	2013	소화성궤양 및 위장용 약물	
남아메리카	2013	당뇨 약물	
남아메리카	2013	심장 배당체	
남아메리카	2013	항 부정맥제	
남아메리카	2013	이뇨제	
남아메리카	2013	향균제	
남아메리카	2013	진통제	
남아메리카	2013	수면제 및 진정제	
남아메리카	2013	항우울제	
남아메리카	2014	소화관 및 신진대사	
남아메리카	2014	제산제	
남아메리카	2014	소화성궤양 및 위장용 약물	
남아메리카	2014	당뇨 약물	
남아메리카	2014	심장 배당체	
남아메리카	2014	항 부정맥제	
남아메리카	2014	이뇨제	
남아메리카	2014	향균제	
남아메리카	2014	진통제	
남아메리카	2014	수면제 및 진정제	
남아메리카	2014	항우울제	
남아메리카	2015	소화관 및 신진대사	
남아메리카	2015	제산제	
남아메리카	2015	소화성궤양 및 위장용 약물	
남아메리카	2015	당뇨 약물	
남아메리카	2015	심장 배당체	
남아메리카	2015	항 부정맥제	
남아메리카	2015	이뇨제	
남아메리카	2015	향균제	
남아메리카	2015	진통제	
남아메리카	2015	수면제 및 진정제	
남아메리카	2015	항우울제	
남아메리카	2016	소화관 및 신진대사	
남아메리카	2016	제산제	
남아메리카	2016	소화성궤양 및 위장용 약물	
남아메리카	2016	당뇨 약물	
남아메리카	2016	심장 배당체	
남아메리카	2016	항 부정맥제	
남아메리카	2016	이뇨제	
남아메리카	2016	향균제	
남아메리카	2016	진통제	
남아메리카	2016	수면제 및 진정제	
남아메리카	2016	항우울제	
남아메리카	2017	소화관 및 신진대사	
남아메리카	2017	제산제	
남아메리카	2017	소화성궤양 및 위장용 약물	
남아메리카	2017	당뇨 약물	
남아메리카	2017	심장 배당체	
남아메리카	2017	항 부정맥제	
남아메리카	2017	이뇨제	
남아메리카	2017	향균제	
남아메리카	2017	진통제	
남아메리카	2017	수면제 및 진정제	
남아메리카	2017	항우울제	
남아메리카	2018	소화관 및 신진대사	
남아메리카	2018	제산제	
남아메리카	2018	소화성궤양 및 위장용 약물	
남아메리카	2018	당뇨 약물	
남아메리카	2018	심장 배당체	
남아메리카	2018	항 부정맥제	
남아메리카	2018	이뇨제	
남아메리카	2018	향균제	
남아메리카	2018	진통제	
남아메리카	2018	수면제 및 진정제	
남아메리카	2018	항우울제	
남아메리카	2019	소화관 및 신진대사	
남아메리카	2019	제산제	
남아메리카	2019	소화성궤양 및 위장용 약물	
남아메리카	2019	당뇨 약물	
남아메리카	2019	심장 배당체	
남아메리카	2019	항 부정맥제	
남아메리카	2019	이뇨제	
